image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC_0025393,0,1,0,0,0,0,0
ISIC_0025395,0,1,0,0,0,0,0
ISIC_0025396,0,1,0,0,0,0,0
ISIC_0025397,0,1,0,0,0,0,0
ISIC_0025398,0,1,0,0,0,0,0
ISIC_0025399,0,1,0,0,0,0,0
ISIC_0025400,0,1,0,0,0,0,0
ISIC_0025401,0,1,0,0,0,0,0
ISIC_0025402,0,1,0,0,0,0,0
ISIC_0025403,0,1,0,0,0,0,0
ISIC_0025404,0,1,0,0,0,0,0
ISIC_0025405,0,1,0,0,0,0,0
ISIC_0025406,0,1,0,0,0,0,0
ISIC_0025407,0,1,0,0,0,0,0
ISIC_0025408,0,1,0,0,0,0,0
ISIC_0025410,0,1,0,0,0,0,0
ISIC_0025412,0,1,0,0,0,0,0
ISIC_0025415,0,1,0,0,0,0,0
ISIC_0025416,0,1,0,0,0,0,0
ISIC_0025418,0,1,0,0,0,0,0
ISIC_0025420,0,1,0,0,0,0,0
ISIC_0025421,0,1,0,0,0,0,0
ISIC_0025422,0,1,0,0,0,0,0
ISIC_0025423,0,1,0,0,0,0,0
ISIC_0025424,0,1,0,0,0,0,0
ISIC_0025426,0,1,0,0,0,0,0
ISIC_0025428,0,1,0,0,0,0,0
ISIC_0025429,0,1,0,0,0,0,0
ISIC_0025430,0,1,0,0,0,0,0
ISIC_0025432,0,1,0,0,0,0,0
ISIC_0025435,0,1,0,0,0,0,0
ISIC_0025436,0,1,0,0,0,0,0
ISIC_0025437,0,1,0,0,0,0,0
ISIC_0025438,0,1,0,0,0,0,0
ISIC_0025440,0,1,0,0,0,0,0
ISIC_0025441,0,1,0,0,0,0,0
ISIC_0025442,0,1,0,0,0,0,0
ISIC_0025443,0,1,0,0,0,0,0
ISIC_0025444,0,1,0,0,0,0,0
ISIC_0025445,0,1,0,0,0,0,0
ISIC_0025446,0,1,0,0,0,0,0
ISIC_0025447,0,1,0,0,0,0,0
ISIC_0025448,0,1,0,0,0,0,0
ISIC_0025449,0,1,0,0,0,0,0
ISIC_0025453,0,1,0,0,0,0,0
ISIC_0025455,0,1,0,0,0,0,0
ISIC_0025456,0,1,0,0,0,0,0
ISIC_0025457,0,1,0,0,0,0,0
ISIC_0025458,0,1,0,0,0,0,0
ISIC_0025459,0,1,0,0,0,0,0
ISIC_0025460,0,1,0,0,0,0,0
ISIC_0025461,0,1,0,0,0,0,0
ISIC_0025462,0,1,0,0,0,0,0
ISIC_0025463,0,1,0,0,0,0,0
ISIC_0025464,0,1,0,0,0,0,0
ISIC_0025468,0,1,0,0,0,0,0
ISIC_0025469,0,1,0,0,0,0,0
ISIC_0025473,0,1,0,0,0,0,0
ISIC_0025474,0,1,0,0,0,0,0
ISIC_0025475,0,1,0,0,0,0,0
ISIC_0025476,0,1,0,0,0,0,0
ISIC_0025477,0,1,0,0,0,0,0
ISIC_0025478,0,1,0,0,0,0,0
ISIC_0025479,0,1,0,0,0,0,0
ISIC_0025480,0,1,0,0,0,0,0
ISIC_0025481,0,1,0,0,0,0,0
ISIC_0025482,0,1,0,0,0,0,0
ISIC_0025483,0,1,0,0,0,0,0
ISIC_0025486,0,1,0,0,0,0,0
ISIC_0025487,0,1,0,0,0,0,0
ISIC_0025488,0,1,0,0,0,0,0
ISIC_0025490,0,1,0,0,0,0,0
ISIC_0025491,0,1,0,0,0,0,0
ISIC_0025492,0,1,0,0,0,0,0
ISIC_0025493,0,1,0,0,0,0,0
ISIC_0025494,0,1,0,0,0,0,0
ISIC_0025495,0,1,0,0,0,0,0
ISIC_0025496,0,1,0,0,0,0,0
ISIC_0025497,0,1,0,0,0,0,0
ISIC_0025498,0,1,0,0,0,0,0
ISIC_0025499,0,1,0,0,0,0,0
ISIC_0025501,0,1,0,0,0,0,0
ISIC_0025502,0,1,0,0,0,0,0
ISIC_0025503,0,1,0,0,0,0,0
ISIC_0025505,0,1,0,0,0,0,0
ISIC_0025506,0,1,0,0,0,0,0
ISIC_0025508,0,1,0,0,0,0,0
ISIC_0025511,0,1,0,0,0,0,0
ISIC_0025514,0,1,0,0,0,0,0
ISIC_0025516,0,1,0,0,0,0,0
ISIC_0025517,0,1,0,0,0,0,0
ISIC_0025518,0,1,0,0,0,0,0
ISIC_0025521,0,1,0,0,0,0,0
ISIC_0025522,0,1,0,0,0,0,0
ISIC_0025523,0,1,0,0,0,0,0
ISIC_0025525,0,1,0,0,0,0,0
ISIC_0025527,0,1,0,0,0,0,0
ISIC_0025528,0,1,0,0,0,0,0
ISIC_0025532,0,1,0,0,0,0,0
ISIC_0025533,0,1,0,0,0,0,0
ISIC_0025534,0,1,0,0,0,0,0
ISIC_0025535,0,1,0,0,0,0,0
ISIC_0025536,0,1,0,0,0,0,0
ISIC_0025537,0,1,0,0,0,0,0
ISIC_0025538,0,1,0,0,0,0,0
ISIC_0025540,0,1,0,0,0,0,0
ISIC_0025541,0,1,0,0,0,0,0
ISIC_0025542,0,1,0,0,0,0,0
ISIC_0025544,0,1,0,0,0,0,0
ISIC_0025545,0,1,0,0,0,0,0
ISIC_0025547,0,1,0,0,0,0,0
ISIC_0025549,0,1,0,0,0,0,0
ISIC_0025551,0,1,0,0,0,0,0
ISIC_0025552,0,1,0,0,0,0,0
ISIC_0025553,0,1,0,0,0,0,0
ISIC_0025555,0,1,0,0,0,0,0
ISIC_0025556,0,1,0,0,0,0,0
ISIC_0025558,0,1,0,0,0,0,0
ISIC_0025559,0,1,0,0,0,0,0
ISIC_0025560,0,1,0,0,0,0,0
ISIC_0025561,0,1,0,0,0,0,0
ISIC_0025562,0,1,0,0,0,0,0
ISIC_0025563,0,1,0,0,0,0,0
ISIC_0025565,0,1,0,0,0,0,0
ISIC_0025566,0,1,0,0,0,0,0
ISIC_0025568,0,1,0,0,0,0,0
ISIC_0025569,0,1,0,0,0,0,0
ISIC_0025570,0,1,0,0,0,0,0
ISIC_0025571,0,1,0,0,0,0,0
ISIC_0025572,0,1,0,0,0,0,0
ISIC_0025574,0,1,0,0,0,0,0
ISIC_0025579,0,1,0,0,0,0,0
ISIC_0025580,0,1,0,0,0,0,0
ISIC_0025581,0,1,0,0,0,0,0
ISIC_0025582,0,1,0,0,0,0,0
ISIC_0025585,0,1,0,0,0,0,0
ISIC_0025586,0,1,0,0,0,0,0
ISIC_0025587,0,1,0,0,0,0,0
ISIC_0025588,0,1,0,0,0,0,0
ISIC_0025590,0,1,0,0,0,0,0
ISIC_0025591,0,1,0,0,0,0,0
ISIC_0025593,0,1,0,0,0,0,0
ISIC_0025595,0,1,0,0,0,0,0
ISIC_0025597,0,1,0,0,0,0,0
ISIC_0025598,0,1,0,0,0,0,0
ISIC_0025602,0,1,0,0,0,0,0
ISIC_0025604,0,1,0,0,0,0,0
ISIC_0025607,0,1,0,0,0,0,0
ISIC_0025608,0,1,0,0,0,0,0
ISIC_0025609,0,1,0,0,0,0,0
ISIC_0025610,0,1,0,0,0,0,0
ISIC_0025613,0,1,0,0,0,0,0
ISIC_0025614,0,1,0,0,0,0,0
ISIC_0025615,0,1,0,0,0,0,0
ISIC_0025618,0,1,0,0,0,0,0
ISIC_0025619,0,1,0,0,0,0,0
ISIC_0025620,0,1,0,0,0,0,0
ISIC_0025621,0,1,0,0,0,0,0
ISIC_0025624,0,1,0,0,0,0,0
ISIC_0025625,0,1,0,0,0,0,0
ISIC_0025626,0,1,0,0,0,0,0
ISIC_0025629,0,1,0,0,0,0,0
ISIC_0025631,0,1,0,0,0,0,0
ISIC_0025632,0,1,0,0,0,0,0
ISIC_0025633,0,1,0,0,0,0,0
ISIC_0025634,0,1,0,0,0,0,0
ISIC_0025635,0,1,0,0,0,0,0
ISIC_0025636,0,1,0,0,0,0,0
ISIC_0025638,0,1,0,0,0,0,0
ISIC_0025639,0,1,0,0,0,0,0
ISIC_0025640,0,1,0,0,0,0,0
ISIC_0025641,0,1,0,0,0,0,0
ISIC_0025643,0,1,0,0,0,0,0
ISIC_0025645,0,1,0,0,0,0,0
ISIC_0025646,0,1,0,0,0,0,0
ISIC_0025647,0,1,0,0,0,0,0
ISIC_0025648,0,1,0,0,0,0,0
ISIC_0025649,0,1,0,0,0,0,0
ISIC_0025652,0,1,0,0,0,0,0
ISIC_0025653,0,1,0,0,0,0,0
ISIC_0025655,0,1,0,0,0,0,0
ISIC_0025657,0,1,0,0,0,0,0
ISIC_0025658,0,1,0,0,0,0,0
ISIC_0025660,0,1,0,0,0,0,0
ISIC_0025662,0,1,0,0,0,0,0
ISIC_0025664,0,1,0,0,0,0,0
ISIC_0025665,0,1,0,0,0,0,0
ISIC_0025666,0,1,0,0,0,0,0
ISIC_0025667,0,1,0,0,0,0,0
ISIC_0025669,0,1,0,0,0,0,0
ISIC_0025670,0,1,0,0,0,0,0
ISIC_0025671,0,1,0,0,0,0,0
ISIC_0025672,0,1,0,0,0,0,0
ISIC_0025673,0,1,0,0,0,0,0
ISIC_0025675,0,1,0,0,0,0,0
ISIC_0025676,0,1,0,0,0,0,0
ISIC_0025678,0,1,0,0,0,0,0
ISIC_0025679,0,1,0,0,0,0,0
ISIC_0025681,0,1,0,0,0,0,0
ISIC_0025682,0,1,0,0,0,0,0
ISIC_0025683,0,1,0,0,0,0,0
ISIC_0025684,0,1,0,0,0,0,0
ISIC_0025685,0,1,0,0,0,0,0
ISIC_0025686,0,1,0,0,0,0,0
ISIC_0025687,0,1,0,0,0,0,0
ISIC_0025688,0,1,0,0,0,0,0
ISIC_0025689,0,1,0,0,0,0,0
ISIC_0025690,0,1,0,0,0,0,0
ISIC_0025692,0,1,0,0,0,0,0
ISIC_0025694,0,1,0,0,0,0,0
ISIC_0025695,0,1,0,0,0,0,0
ISIC_0025697,0,1,0,0,0,0,0
ISIC_0025698,0,1,0,0,0,0,0
ISIC_0025701,0,1,0,0,0,0,0
ISIC_0025702,0,1,0,0,0,0,0
ISIC_0025704,0,1,0,0,0,0,0
ISIC_0025705,0,1,0,0,0,0,0
ISIC_0025706,0,1,0,0,0,0,0
ISIC_0025713,0,1,0,0,0,0,0
ISIC_0025714,0,1,0,0,0,0,0
ISIC_0025715,0,1,0,0,0,0,0
ISIC_0025717,0,1,0,0,0,0,0
ISIC_0025720,0,1,0,0,0,0,0
ISIC_0025721,0,1,0,0,0,0,0
ISIC_0025722,0,1,0,0,0,0,0
ISIC_0025723,0,1,0,0,0,0,0
ISIC_0025725,0,1,0,0,0,0,0
ISIC_0025726,0,1,0,0,0,0,0
ISIC_0025727,0,1,0,0,0,0,0
ISIC_0025728,0,1,0,0,0,0,0
ISIC_0025729,0,1,0,0,0,0,0
ISIC_0025730,0,1,0,0,0,0,0
ISIC_0025733,0,1,0,0,0,0,0
ISIC_0025734,0,1,0,0,0,0,0
ISIC_0025735,0,1,0,0,0,0,0
ISIC_0025736,0,1,0,0,0,0,0
ISIC_0025737,0,1,0,0,0,0,0
ISIC_0025738,0,1,0,0,0,0,0
ISIC_0025739,0,1,0,0,0,0,0
ISIC_0025740,0,1,0,0,0,0,0
ISIC_0025741,0,1,0,0,0,0,0
ISIC_0025742,0,1,0,0,0,0,0
ISIC_0025745,0,1,0,0,0,0,0
ISIC_0025747,0,1,0,0,0,0,0
ISIC_0025749,0,1,0,0,0,0,0
ISIC_0025750,0,1,0,0,0,0,0
ISIC_0025754,0,1,0,0,0,0,0
ISIC_0025756,0,1,0,0,0,0,0
ISIC_0025757,0,1,0,0,0,0,0
ISIC_0025759,0,1,0,0,0,0,0
ISIC_0025760,0,1,0,0,0,0,0
ISIC_0025761,0,1,0,0,0,0,0
ISIC_0025762,0,1,0,0,0,0,0
ISIC_0025763,0,1,0,0,0,0,0
ISIC_0025764,0,1,0,0,0,0,0
ISIC_0025765,0,1,0,0,0,0,0
ISIC_0025768,0,1,0,0,0,0,0
ISIC_0025769,0,1,0,0,0,0,0
ISIC_0025770,0,1,0,0,0,0,0
ISIC_0025772,0,1,0,0,0,0,0
_251_3950100,0,0,1,0,0,0,0
_7_735204,0,0,1,0,0,0,0
_252_8558954,0,0,1,0,0,0,0
_132_8077149,0,0,1,0,0,0,0
_167_2310463,0,0,1,0,0,0,0
ISIC_0025299,0,0,1,0,0,0,0
_89_7926092,0,0,1,0,0,0,0
_159_8358484,0,0,1,0,0,0,0
_73_8183397,0,0,1,0,0,0,0
_111_1011397,0,0,1,0,0,0,0
_278_2105923,0,0,1,0,0,0,0
_202_4928882,0,0,1,0,0,0,0
ISIC_0025266,0,0,1,0,0,0,0
_150_4157181,0,0,1,0,0,0,0
_239_4087216,0,0,1,0,0,0,0
_163_8479641,0,0,1,0,0,0,0
_70_5575645,0,0,1,0,0,0,0
_85_666227,0,0,1,0,0,0,0
_287_428431,0,0,1,0,0,0,0
ISIC_0028583,0,0,1,0,0,0,0
ISIC_0028568,0,0,1,0,0,0,0
_112_1391548,0,0,1,0,0,0,0
_32_6524761,0,0,1,0,0,0,0
_10_6964735,0,0,1,0,0,0,0
_263_5303944,0,0,1,0,0,0,0
_243_9800158,0,0,1,0,0,0,0
_115_6277648,0,0,1,0,0,0,0
_172_7553730,0,0,1,0,0,0,0
ISIC_0027920,0,0,1,0,0,0,0
_236_4354929,0,0,1,0,0,0,0
_105_943597,0,0,1,0,0,0,0
_60_7123505,0,0,1,0,0,0,0
_59_2831828,0,0,1,0,0,0,0
_91_348100,0,0,1,0,0,0,0
ISIC_0026343,0,0,1,0,0,0,0
_257_9275543,0,0,1,0,0,0,0
_34_7495544,0,0,1,0,0,0,0
_259_9192384,0,0,1,0,0,0,0
_30_9011612,0,0,1,0,0,0,0
_168_4857229,0,0,1,0,0,0,0
ISIC_0024795,0,0,1,0,0,0,0
_253_9245428,0,0,1,0,0,0,0
_255_8902629,0,0,1,0,0,0,0
_77_713282,0,0,1,0,0,0,0
ISIC_0029515,0,0,1,0,0,0,0
ISIC_0026154,0,0,1,0,0,0,0
ISIC_0024743,0,0,1,0,0,0,0
ISIC_0029501,0,0,1,0,0,0,0
_28_5366575,0,0,1,0,0,0,0
ISIC_0026829,0,0,1,0,0,0,0
_24_9918421,0,0,1,0,0,0,0
_232_9642696,0,0,1,0,0,0,0
_9_9056202,0,0,1,0,0,0,0
ISIC_0026395,0,0,1,0,0,0,0
ISIC_0024582,0,0,1,0,0,0,0
_13_2523758,0,0,1,0,0,0,0
_267_7229404,0,0,1,0,0,0,0
_102_780202,0,0,1,0,0,0,0
_91_4888732,0,0,1,0,0,0,0
_22_4213648,0,0,1,0,0,0,0
_215_2530122,0,0,1,0,0,0,0
_113_2224579,0,0,1,0,0,0,0
_227_7391793,0,0,1,0,0,0,0
ISIC_0026593,0,0,1,0,0,0,0
_171_7951682,0,0,1,0,0,0,0
_6_4681777,0,0,1,0,0,0,0
_269_5845546,0,0,1,0,0,0,0
_162_3416986,0,0,1,0,0,0,0
_59_7309766,0,0,1,0,0,0,0
_88_2705030,0,0,1,0,0,0,0
_201_1383074,0,0,1,0,0,0,0
_209_1917121,0,0,1,0,0,0,0
_3_3201901,0,0,1,0,0,0,0
_174_4899632,0,0,1,0,0,0,0
ISIC_0028964,0,0,1,0,0,0,0
_230_884909,0,0,1,0,0,0,0
_11_2448253,0,0,1,0,0,0,0
_236_6644225,0,0,1,0,0,0,0
_70_4361219,0,0,1,0,0,0,0
_188_401963,0,0,1,0,0,0,0
_129_4086294,0,0,1,0,0,0,0
_112_5537839,0,0,1,0,0,0,0
ISIC_0026988,0,0,1,0,0,0,0
_219_2817925,0,0,1,0,0,0,0
_133_2471464,0,0,1,0,0,0,0
_195_3788625,0,0,1,0,0,0,0
ISIC_0025932,0,0,1,0,0,0,0
_33_8798901,0,0,1,0,0,0,0
ISIC_0024345,0,0,1,0,0,0,0
_72_6505001,0,0,1,0,0,0,0
_159_871014,0,0,1,0,0,0,0
_208_9770266,0,0,1,0,0,0,0
_206_5438342,0,0,1,0,0,0,0
_170_3613719,0,0,1,0,0,0,0
_127_4321842,0,0,1,0,0,0,0
_154_6030119,0,0,1,0,0,0,0
_171_51288,0,0,1,0,0,0,0
_189_9583631,0,0,1,0,0,0,0
_207_8651876,0,0,1,0,0,0,0
ISIC_0027704,0,0,1,0,0,0,0
_247_6305209,0,0,1,0,0,0,0
_47_3296222,0,0,1,0,0,0,0
_211_5333735,0,0,1,0,0,0,0
_185_550285,0,0,1,0,0,0,0
_27_4190071,0,0,1,0,0,0,0
_269_490546,0,0,1,0,0,0,0
_265_5222135,0,0,1,0,0,0,0
ISIC_0026156,0,0,1,0,0,0,0
_118_656260,0,0,1,0,0,0,0
ISIC_0028147,0,0,1,0,0,0,0
_165_4507770,0,0,1,0,0,0,0
_0_8440569,0,0,1,0,0,0,0
_191_669096,0,0,1,0,0,0,0
_135_7450015,0,0,1,0,0,0,0
_81_4291338,0,0,1,0,0,0,0
ISIC_0028807,0,0,1,0,0,0,0
_181_4487941,0,0,1,0,0,0,0
_25_5212062,0,0,1,0,0,0,0
ISIC_0028350,0,0,1,0,0,0,0
_30_3405620,0,0,1,0,0,0,0
ISIC_0026433,0,0,1,0,0,0,0
_297_7546436,0,0,1,0,0,0,0
_20_9695176,0,0,1,0,0,0,0
_70_1831769,0,0,1,0,0,0,0
_0_6400152,0,0,1,0,0,0,0
_261_5362547,0,0,1,0,0,0,0
ISIC_0024595,0,0,1,0,0,0,0
ISIC_0028556,0,0,1,0,0,0,0
ISIC_0028542,0,0,1,0,0,0,0
ISIC_0025700,0,0,1,0,0,0,0
ISIC_0027117,0,0,1,0,0,0,0
ISIC_0024436,0,0,1,0,0,0,0
_31_2763302,0,0,1,0,0,0,0
_175_8056354,0,0,1,0,0,0,0
_99_2247277,0,0,1,0,0,0,0
ISIC_0029847,0,0,1,0,0,0,0
_75_5285885,0,0,1,0,0,0,0
_278_1938583,0,0,1,0,0,0,0
_114_3611163,0,0,1,0,0,0,0
_271_6867989,0,0,1,0,0,0,0
ISIC_0027473,0,0,1,0,0,0,0
ISIC_0024634,0,0,1,0,0,0,0
ISIC_0029489,0,0,1,0,0,0,0
_171_7240348,0,0,1,0,0,0,0
ISIC_0028973,0,0,1,0,0,0,0
_150_7218383,0,0,1,0,0,0,0
_250_183276,0,0,1,0,0,0,0
_232_5657565,0,0,1,0,0,0,0
ISIC_0025260,0,0,1,0,0,0,0
_244_4544991,0,0,1,0,0,0,0
ISIC_0029466,0,0,1,0,0,0,0
_225_9717670,0,0,1,0,0,0,0
_210_6895958,0,0,1,0,0,0,0
_272_9348584,0,0,1,0,0,0,0
_240_1629633,0,0,1,0,0,0,0
_63_3765882,0,0,1,0,0,0,0
_215_9419809,0,0,1,0,0,0,0
_103_2367044,0,0,1,0,0,0,0
_245_2510601,0,0,1,0,0,0,0
_5_8557564,0,0,1,0,0,0,0
_196_5561853,0,0,1,0,0,0,0
ISIC_0027846,0,0,1,0,0,0,0
_109_6525554,0,0,1,0,0,0,0
ISIC_0027675,0,0,1,0,0,0,0
_114_9185738,0,0,1,0,0,0,0
ISIC_0024432,0,0,1,0,0,0,0
_268_9575373,0,0,1,0,0,0,0
_128_7712395,0,0,1,0,0,0,0
ISIC_0025102,0,0,1,0,0,0,0
_143_6416737,0,0,1,0,0,0,0
_138_9272249,0,0,1,0,0,0,0
ISIC_0024787,0,0,1,0,0,0,0
_42_6296211,0,0,1,0,0,0,0
_128_684146,0,0,1,0,0,0,0
_199_4035199,0,0,1,0,0,0,0
_261_2740766,0,0,1,0,0,0,0
_217_4755124,0,0,1,0,0,0,0
_19_9469810,0,0,1,0,0,0,0
_179_9889276,0,0,1,0,0,0,0
ISIC_0025467,0,0,1,0,0,0,0
_15_9241047,0,0,1,0,0,0,0
ISIC_0025301,0,0,1,0,0,0,0
_236_8485784,0,0,1,0,0,0,0
_268_4479952,0,0,1,0,0,0,0
ISIC_0026350,0,0,1,0,0,0,0
_214_4859360,0,0,1,0,0,0,0
_4_775775,0,0,1,0,0,0,0
_287_2094588,0,0,1,0,0,0,0
ISIC_0024590,0,0,1,0,0,0,0
_288_4224849,0,0,1,0,0,0,0
ISIC_0026230,0,0,1,0,0,0,0
_207_4182346,0,0,1,0,0,0,0
_293_2555173,0,0,1,0,0,0,0
ISIC_0025711,0,0,1,0,0,0,0
_9_7334977,0,0,1,0,0,0,0
_220_9390881,0,0,1,0,0,0,0
_22_9810555,0,0,1,0,0,0,0
_282_3671498,0,0,1,0,0,0,0
ISIC_0029856,0,0,1,0,0,0,0
_71_158002,0,0,1,0,0,0,0
_49_9365715,0,0,1,0,0,0,0
_283_2729365,0,0,1,0,0,0,0
ISIC_0025513,0,0,1,0,0,0,0
_3_9277821,0,0,1,0,0,0,0
ISIC_0028989,0,0,1,0,0,0,0
_28_1700082,0,0,1,0,0,0,0
_90_903223,0,0,1,0,0,0,0
_68_9187205,0,0,1,0,0,0,0
_12_1891846,0,0,1,0,0,0,0
ISIC_0028035,0,0,1,0,0,0,0
_274_6097341,0,0,1,0,0,0,0
ISIC_0028747,0,0,1,0,0,0,0
_110_9793396,0,0,1,0,0,0,0
_132_9953787,0,0,1,0,0,0,0
_212_9547007,0,0,1,0,0,0,0
_153_3120327,0,0,1,0,0,0,0
ISIC_0027851,0,0,1,0,0,0,0
_56_9477890,0,0,1,0,0,0,0
ISIC_0029129,0,0,1,0,0,0,0
_290_8588884,0,0,1,0,0,0,0
_153_2136687,0,0,1,0,0,0,0
ISIC_0024431,0,0,1,0,0,0,0
_254_2725046,0,0,1,0,0,0,0
_39_5446875,0,0,1,0,0,0,0
_80_4624655,0,0,1,0,0,0,0
_181_8107255,0,0,1,0,0,0,0
_95_8859366,0,0,1,0,0,0,0
_92_5808132,0,0,1,0,0,0,0
ISIC_0028419,0,0,1,0,0,0,0
_96_9434315,0,0,1,0,0,0,0
ISIC_0027058,0,0,1,0,0,0,0
_165_7864490,0,0,1,0,0,0,0
_89_5324777,0,0,1,0,0,0,0
ISIC_0028814,0,0,1,0,0,0,0
_76_5376831,0,0,1,0,0,0,0
ISIC_0029539,0,0,1,0,0,0,0
_273_101067,0,0,1,0,0,0,0
ISIC_0028155,0,0,1,0,0,0,0
_201_928391,0,0,1,0,0,0,0
ISIC_0029263,0,0,1,0,0,0,0
_131_7029228,0,0,1,0,0,0,0
ISIC_0028168,0,0,1,0,0,0,0
_148_618910,0,0,1,0,0,0,0
_90_1930542,0,0,1,0,0,0,0
_144_4712611,0,0,1,0,0,0,0
_106_4494234,0,0,1,0,0,0,0
_278_8475117,0,0,1,0,0,0,0
ISIC_0024949,0,0,1,0,0,0,0
ISIC_0028815,0,0,1,0,0,0,0
ISIC_0026192,0,0,1,0,0,0,0
_277_8991043,0,0,1,0,0,0,0
_87_6573314,0,0,1,0,0,0,0
ISIC_0028197,0,0,1,0,0,0,0
_20_1559684,0,0,1,0,0,0,0
ISIC_0024550,0,0,1,0,0,0,0
_158_8304434,0,0,1,0,0,0,0
_248_5376699,0,0,1,0,0,0,0
_222_1673647,0,0,1,0,0,0,0
_223_8613987,0,0,1,0,0,0,0
_164_6247859,0,0,1,0,0,0,0
_289_8132654,0,0,1,0,0,0,0
_101_7232684,0,0,1,0,0,0,0
_276_1425542,0,0,1,0,0,0,0
_195_4555514,0,0,1,0,0,0,0
_68_4026811,0,0,1,0,0,0,0
ISIC_0027677,0,0,1,0,0,0,0
_260_5170408,0,0,1,0,0,0,0
_184_9436813,0,0,1,0,0,0,0
_43_3933801,0,0,1,0,0,0,0
_226_2990950,0,0,1,0,0,0,0
_157_2393570,0,0,1,0,0,0,0
ISIC_0024632,0,0,1,0,0,0,0
_102_7137864,0,0,1,0,0,0,0
_297_4698288,0,0,1,0,0,0,0
ISIC_0024829,0,0,1,0,0,0,0
_5_2489043,0,0,1,0,0,0,0
_258_1203721,0,0,1,0,0,0,0
ISIC_0026970,0,0,1,0,0,0,0
_184_5217263,0,0,1,0,0,0,0
_145_1472563,0,0,1,0,0,0,0
_164_8872669,0,0,1,0,0,0,0
_107_5185749,0,0,1,0,0,0,0
_40_2323643,0,0,1,0,0,0,0
ISIC_0028084,0,0,1,0,0,0,0
_54_9158989,0,0,1,0,0,0,0
_103_7574143,0,0,1,0,0,0,0
ISIC_0026056,0,0,1,0,0,0,0
_250_8294766,0,0,1,0,0,0,0
_187_5361153,0,0,1,0,0,0,0
_142_6285870,0,0,1,0,0,0,0
ISIC_0027189,0,0,1,0,0,0,0
ISIC_0024457,0,0,1,0,0,0,0
ISIC_0024331,0,0,1,0,0,0,0
ISIC_0024443,0,0,1,0,0,0,0
_218_8145082,0,0,1,0,0,0,0
_158_2516451,0,0,1,0,0,0,0
ISIC_0025826,0,0,1,0,0,0,0
_64_4252436,0,0,1,0,0,0,0
_48_2964176,0,0,1,0,0,0,0
_283_7092502,0,0,1,0,0,0,0
_156_6325466,0,0,1,0,0,0,0
ISIC_0025601,0,0,1,0,0,0,0
ISIC_0028457,0,0,1,0,0,0,0
_252_7238758,0,0,1,0,0,0,0
_166_398162,0,0,1,0,0,0,0
ISIC_0026687,0,0,1,0,0,0,0
_147_9839515,0,0,1,0,0,0,0
_194_5602105,0,0,1,0,0,0,0
_12_8600608,0,0,1,0,0,0,0
ISIC_0025417,0,0,1,0,0,0,0
_218_5313861,0,0,1,0,0,0,0
_198_6339579,0,0,1,0,0,0,0
_99_5240124,0,0,1,0,0,0,0
ISIC_0027229,0,0,1,0,0,0,0
_183_8276095,0,0,1,0,0,0,0
_94_3093787,0,0,1,0,0,0,0
_109_1983652,0,0,1,0,0,0,0
_152_8101247,0,0,1,0,0,0,0
_206_430157,0,0,1,0,0,0,0
ISIC_0025600,0,0,1,0,0,0,0
ISIC_0027759,0,0,1,0,0,0,0
_52_4988636,0,0,1,0,0,0,0
ISIC_0026321,0,0,1,0,0,0,0
_145_522933,0,0,1,0,0,0,0
ISIC_0026453,0,0,1,0,0,0,0
ISIC_0028495,0,0,1,0,0,0,0
_111_9338512,0,0,1,0,0,0,0
_276_446967,0,0,1,0,0,0,0
_79_8131872,0,0,1,0,0,0,0
_62_6008549,0,0,1,0,0,0,0
_158_9880242,0,0,1,0,0,0,0
_134_9017231,0,0,1,0,0,0,0
_180_6820041,0,0,1,0,0,0,0
_231_1726132,0,0,1,0,0,0,0
_193_4969338,0,0,1,0,0,0,0
_34_2086985,0,0,1,0,0,0,0
_19_9653166,0,0,1,0,0,0,0
_155_3644004,0,0,1,0,0,0,0
ISIC_0026282,0,0,1,0,0,0,0
_264_1389276,0,0,1,0,0,0,0
_289_2242915,0,0,1,0,0,0,0
_4_2050132,0,0,1,0,0,0,0
_104_1211824,0,0,1,0,0,0,0
ISIC_0025576,0,0,1,0,0,0,0
_2_8927112,0,0,1,0,0,0,0
_161_5567761,0,0,1,0,0,0,0
ISIC_0028085,0,0,1,0,0,0,0
ISIC_0026902,0,0,1,0,0,0,0
_122_1690385,0,0,1,0,0,0,0
_234_7013477,0,0,1,0,0,0,0
_57_2035330,0,0,1,0,0,0,0
ISIC_0029372,0,0,1,0,0,0,0
_249_4836764,0,0,1,0,0,0,0
ISIC_0028050,0,0,1,0,0,0,0
ISIC_0029831,0,0,1,0,0,0,0
ISIC_0029602,0,0,1,0,0,0,0
_188_4349184,0,0,1,0,0,0,0
_100_8361862,0,0,1,0,0,0,0
ISIC_0024332,0,0,1,0,0,0,0
ISIC_0024454,0,0,1,0,0,0,0
_26_6299882,0,0,1,0,0,0,0
_93_508782,0,0,1,0,0,0,0
_10_2983439,0,0,1,0,0,0,0
ISIC_0027175,0,0,1,0,0,0,0
_211_438266,0,0,1,0,0,0,0
_288_4416437,0,0,1,0,0,0,0
_49_4650105,0,0,1,0,0,0,0
_182_2315317,0,0,1,0,0,0,0
_21_8191642,0,0,1,0,0,0,0
_268_1099768,0,0,1,0,0,0,0
ISIC_0026337,0,0,1,0,0,0,0
ISIC_0028871,0,0,1,0,0,0,0
